,Disease,Symptom
22476,Hypoglycemia, vomiting
22477,Hypoglycemia, fatigue
22478,Hypoglycemia, anxiety
22479,Hypoglycemia, sweating
22480,Hypoglycemia, headache
22481,Hypoglycemia, nausea
22482,Hypoglycemia, blurred_and_distorted_vision
22483,Hypoglycemia, excessive_hunger
22484,Hypoglycemia, drying_and_tingling_lips
22485,Hypoglycemia, slurred_speech
22486,Hypoglycemia, irritability
22487,Hypoglycemia, palpitations
22488,Osteoarthristis, joint_pain
22489,Osteoarthristis, neck_pain
22490,Osteoarthristis, knee_pain
22491,Osteoarthristis, hip_joint_pain
22492,Osteoarthristis, swelling_joints
22493,Osteoarthristis, painful_walking
22494,Arthritis, muscle_weakness
22495,Arthritis, stiff_neck
22496,Arthritis, swelling_joints
22497,Arthritis, movement_stiffness
22498,Arthritis, painful_walking
22499,(vertigo) Paroymsal  Positional Vertigo, vomiting
22500,(vertigo) Paroymsal  Positional Vertigo, headache
22501,(vertigo) Paroymsal  Positional Vertigo, nausea
22502,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
22503,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
22504,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
22505,Acne, skin_rash
22506,Acne, pus_filled_pimples
22507,Acne, blackheads
22508,Acne, scurring
22509,Urinary tract infection, burning_micturition
22510,Urinary tract infection, bladder_discomfort
22511,Urinary tract infection, foul_smell_of urine
22512,Urinary tract infection, continuous_feel_of_urine
22513,Psoriasis, skin_rash
22514,Psoriasis, joint_pain
22515,Psoriasis, skin_peeling
22516,Psoriasis, silver_like_dusting
22517,Psoriasis, small_dents_in_nails
22518,Psoriasis, inflammatory_nails
22519,Impetigo, skin_rash
22520,Impetigo, high_fever
22521,Impetigo, blister
22522,Impetigo, red_sore_around_nose
22523,Impetigo, yellow_crust_ooze
22524,Fungal infection,itching
22525,Fungal infection, skin_rash
22526,Fungal infection, nodal_skin_eruptions
22527,Fungal infection, dischromic _patches
22528,Allergy, continuous_sneezing
22529,Allergy, shivering
22530,Allergy, chills
22531,Allergy, watering_from_eyes
22532,GERD, stomach_pain
22533,GERD, acidity
22534,GERD, ulcers_on_tongue
22535,GERD, vomiting
22536,GERD, cough
22537,GERD, chest_pain
22538,Chronic cholestasis,itching
22539,Chronic cholestasis, vomiting
22540,Chronic cholestasis, yellowish_skin
22541,Chronic cholestasis, nausea
22542,Chronic cholestasis, loss_of_appetite
22543,Chronic cholestasis, abdominal_pain
22544,Chronic cholestasis, yellowing_of_eyes
22545,Drug Reaction,itching
22546,Drug Reaction, skin_rash
22547,Drug Reaction, stomach_pain
22548,Drug Reaction, burning_micturition
22549,Drug Reaction, spotting_ urination
22550,Peptic ulcer diseae, vomiting
22551,Peptic ulcer diseae, indigestion
22552,Peptic ulcer diseae, loss_of_appetite
22553,Peptic ulcer diseae, abdominal_pain
22554,Peptic ulcer diseae, passage_of_gases
22555,Peptic ulcer diseae, internal_itching
22556,AIDS, muscle_wasting
22557,AIDS, patches_in_throat
22558,AIDS, high_fever
22559,AIDS, extra_marital_contacts
22560,Diabetes , fatigue
22561,Diabetes , weight_loss
22562,Diabetes , restlessness
22563,Diabetes , lethargy
22564,Diabetes , irregular_sugar_level
22565,Diabetes , blurred_and_distorted_vision
22566,Diabetes , obesity
22567,Diabetes , excessive_hunger
22568,Diabetes , increased_appetite
22569,Diabetes , polyuria
22570,Gastroenteritis, vomiting
22571,Gastroenteritis, sunken_eyes
22572,Gastroenteritis, dehydration
22573,Gastroenteritis, diarrhoea
22574,Bronchial Asthma, fatigue
22575,Bronchial Asthma, cough
22576,Bronchial Asthma, high_fever
22577,Bronchial Asthma, breathlessness
22578,Bronchial Asthma, family_history
22579,Bronchial Asthma, mucoid_sputum
22580,Hypertension , headache
22581,Hypertension , chest_pain
22582,Hypertension , dizziness
22583,Hypertension , loss_of_balance
22584,Hypertension , lack_of_concentration
22585,Migraine, acidity
22586,Migraine, indigestion
22587,Migraine, headache
22588,Migraine, blurred_and_distorted_vision
22589,Migraine, excessive_hunger
22590,Migraine, stiff_neck
22591,Migraine, depression
22592,Migraine, irritability
22593,Migraine, visual_disturbances
22594,Cervical spondylosis, back_pain
22595,Cervical spondylosis, weakness_in_limbs
22596,Cervical spondylosis, neck_pain
22597,Cervical spondylosis, dizziness
22598,Cervical spondylosis, loss_of_balance
22599,Paralysis (brain hemorrhage), vomiting
22600,Paralysis (brain hemorrhage), headache
22601,Paralysis (brain hemorrhage), weakness_of_one_body_side
22602,Paralysis (brain hemorrhage), altered_sensorium
22603,Jaundice,itching
22604,Jaundice, vomiting
22605,Jaundice, fatigue
22606,Jaundice, weight_loss
22607,Jaundice, high_fever
22608,Jaundice, yellowish_skin
22609,Jaundice, dark_urine
22610,Jaundice, abdominal_pain
22611,Malaria, chills
22612,Malaria, vomiting
22613,Malaria, high_fever
22614,Malaria, sweating
22615,Malaria, headache
22616,Malaria, nausea
22617,Malaria, diarrhoea
22618,Malaria, muscle_pain
22619,Chicken pox,itching
22620,Chicken pox, skin_rash
22621,Chicken pox, fatigue
22622,Chicken pox, lethargy
22623,Chicken pox, high_fever
22624,Chicken pox, headache
22625,Chicken pox, loss_of_appetite
22626,Chicken pox, mild_fever
22627,Chicken pox, swelled_lymph_nodes
22628,Chicken pox, malaise
22629,Chicken pox, red_spots_over_body
22630,Dengue, skin_rash
22631,Dengue, chills
22632,Dengue, joint_pain
22633,Dengue, vomiting
22634,Dengue, fatigue
22635,Dengue, high_fever
22636,Dengue, headache
22637,Dengue, nausea
22638,Dengue, loss_of_appetite
22639,Dengue, pain_behind_the_eyes
22640,Dengue, back_pain
22641,Dengue, malaise
22642,Dengue, muscle_pain
22643,Dengue, red_spots_over_body
22644,Typhoid, chills
22645,Typhoid, vomiting
22646,Typhoid, fatigue
22647,Typhoid, high_fever
22648,Typhoid, headache
22649,Typhoid, nausea
22650,Typhoid, constipation
22651,Typhoid, abdominal_pain
22652,Typhoid, diarrhoea
22653,Typhoid, toxic_look_(typhos)
22654,Typhoid, belly_pain
22655,hepatitis A, joint_pain
22656,hepatitis A, vomiting
22657,hepatitis A, yellowish_skin
22658,hepatitis A, dark_urine
22659,hepatitis A, nausea
22660,hepatitis A, loss_of_appetite
22661,hepatitis A, abdominal_pain
22662,hepatitis A, diarrhoea
22663,hepatitis A, mild_fever
22664,hepatitis A, yellowing_of_eyes
22665,hepatitis A, muscle_pain
22666,Hepatitis B,itching
22667,Hepatitis B, fatigue
22668,Hepatitis B, lethargy
22669,Hepatitis B, yellowish_skin
22670,Hepatitis B, dark_urine
22671,Hepatitis B, loss_of_appetite
22672,Hepatitis B, abdominal_pain
22673,Hepatitis B, yellow_urine
22674,Hepatitis B, yellowing_of_eyes
22675,Hepatitis B, malaise
22676,Hepatitis B, receiving_blood_transfusion
22677,Hepatitis B, receiving_unsterile_injections
22678,Hepatitis C, fatigue
22679,Hepatitis C, yellowish_skin
22680,Hepatitis C, nausea
22681,Hepatitis C, loss_of_appetite
22682,Hepatitis C, yellowing_of_eyes
22683,Hepatitis C, family_history
22684,Hepatitis D, joint_pain
22685,Hepatitis D, vomiting
22686,Hepatitis D, fatigue
22687,Hepatitis D, yellowish_skin
22688,Hepatitis D, dark_urine
22689,Hepatitis D, nausea
22690,Hepatitis D, loss_of_appetite
22691,Hepatitis D, abdominal_pain
22692,Hepatitis D, yellowing_of_eyes
22693,Hepatitis E, joint_pain
22694,Hepatitis E, vomiting
22695,Hepatitis E, fatigue
22696,Hepatitis E, high_fever
22697,Hepatitis E, yellowish_skin
22698,Hepatitis E, dark_urine
22699,Hepatitis E, nausea
22700,Hepatitis E, loss_of_appetite
22701,Hepatitis E, abdominal_pain
22702,Hepatitis E, yellowing_of_eyes
22703,Hepatitis E, acute_liver_failure
22704,Hepatitis E, coma
22705,Hepatitis E, stomach_bleeding
22706,Alcoholic hepatitis, vomiting
22707,Alcoholic hepatitis, yellowish_skin
22708,Alcoholic hepatitis, abdominal_pain
22709,Alcoholic hepatitis, swelling_of_stomach
22710,Alcoholic hepatitis, distention_of_abdomen
22711,Alcoholic hepatitis, history_of_alcohol_consumption
22712,Alcoholic hepatitis, fluid_overload
22713,Tuberculosis, chills
22714,Tuberculosis, vomiting
22715,Tuberculosis, fatigue
22716,Tuberculosis, weight_loss
22717,Tuberculosis, cough
22718,Tuberculosis, high_fever
22719,Tuberculosis, breathlessness
22720,Tuberculosis, sweating
22721,Tuberculosis, loss_of_appetite
22722,Tuberculosis, mild_fever
22723,Tuberculosis, yellowing_of_eyes
22724,Tuberculosis, swelled_lymph_nodes
22725,Tuberculosis, malaise
22726,Tuberculosis, phlegm
22727,Tuberculosis, chest_pain
22728,Tuberculosis, blood_in_sputum
22729,Common Cold, continuous_sneezing
22730,Common Cold, chills
22731,Common Cold, fatigue
22732,Common Cold, cough
22733,Common Cold, high_fever
22734,Common Cold, headache
22735,Common Cold, swelled_lymph_nodes
22736,Common Cold, malaise
22737,Common Cold, phlegm
22738,Common Cold, throat_irritation
22739,Common Cold, redness_of_eyes
22740,Common Cold, sinus_pressure
22741,Common Cold, runny_nose
22742,Common Cold, congestion
22743,Common Cold, chest_pain
22744,Common Cold, loss_of_smell
22745,Common Cold, muscle_pain
22746,Pneumonia, chills
22747,Pneumonia, fatigue
22748,Pneumonia, cough
22749,Pneumonia, high_fever
22750,Pneumonia, breathlessness
22751,Pneumonia, sweating
22752,Pneumonia, malaise
22753,Pneumonia, phlegm
22754,Pneumonia, chest_pain
22755,Pneumonia, fast_heart_rate
22756,Pneumonia, rusty_sputum
22757,Dimorphic hemmorhoids(piles), constipation
22758,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
22759,Dimorphic hemmorhoids(piles), pain_in_anal_region
22760,Dimorphic hemmorhoids(piles), bloody_stool
22761,Dimorphic hemmorhoids(piles), irritation_in_anus
22762,Heart attack, vomiting
22763,Heart attack, breathlessness
22764,Heart attack, sweating
22765,Heart attack, chest_pain
22766,Varicose veins, fatigue
22767,Varicose veins, cramps
22768,Varicose veins, bruising
22769,Varicose veins, obesity
22770,Varicose veins, swollen_legs
22771,Varicose veins, swollen_blood_vessels
22772,Varicose veins, prominent_veins_on_calf
22773,Hypothyroidism, fatigue
22774,Hypothyroidism, weight_gain
22775,Hypothyroidism, cold_hands_and_feets
22776,Hypothyroidism, mood_swings
22777,Hypothyroidism, lethargy
22778,Hypothyroidism, dizziness
22779,Hypothyroidism, puffy_face_and_eyes
22780,Hypothyroidism, enlarged_thyroid
22781,Hypothyroidism, brittle_nails
22782,Hypothyroidism, swollen_extremeties
22783,Hypothyroidism, depression
22784,Hypothyroidism, irritability
22785,Hypothyroidism, abnormal_menstruation
22786,Hyperthyroidism, fatigue
22787,Hyperthyroidism, mood_swings
22788,Hyperthyroidism, weight_loss
22789,Hyperthyroidism, restlessness
22790,Hyperthyroidism, sweating
22791,Hyperthyroidism, diarrhoea
22792,Hyperthyroidism, fast_heart_rate
22793,Hyperthyroidism, excessive_hunger
22794,Hyperthyroidism, muscle_weakness
22795,Hyperthyroidism, irritability
22796,Hyperthyroidism, abnormal_menstruation
22797,Hypoglycemia, vomiting
22798,Hypoglycemia, fatigue
22799,Hypoglycemia, anxiety
22800,Hypoglycemia, sweating
22801,Hypoglycemia, headache
22802,Hypoglycemia, nausea
22803,Hypoglycemia, blurred_and_distorted_vision
22804,Hypoglycemia, excessive_hunger
22805,Hypoglycemia, drying_and_tingling_lips
22806,Hypoglycemia, slurred_speech
22807,Hypoglycemia, irritability
22808,Hypoglycemia, palpitations
22809,Osteoarthristis, joint_pain
22810,Osteoarthristis, neck_pain
22811,Osteoarthristis, knee_pain
22812,Osteoarthristis, hip_joint_pain
22813,Osteoarthristis, swelling_joints
22814,Osteoarthristis, painful_walking
22815,Arthritis, muscle_weakness
22816,Arthritis, stiff_neck
22817,Arthritis, swelling_joints
22818,Arthritis, movement_stiffness
22819,Arthritis, painful_walking
22820,(vertigo) Paroymsal  Positional Vertigo, vomiting
22821,(vertigo) Paroymsal  Positional Vertigo, headache
22822,(vertigo) Paroymsal  Positional Vertigo, nausea
22823,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
22824,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
22825,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
22826,Acne, skin_rash
22827,Acne, pus_filled_pimples
22828,Acne, blackheads
22829,Acne, scurring
22830,Urinary tract infection, burning_micturition
22831,Urinary tract infection, bladder_discomfort
22832,Urinary tract infection, foul_smell_of urine
22833,Urinary tract infection, continuous_feel_of_urine
22834,Psoriasis, skin_rash
22835,Psoriasis, joint_pain
22836,Psoriasis, skin_peeling
22837,Psoriasis, silver_like_dusting
22838,Psoriasis, small_dents_in_nails
22839,Psoriasis, inflammatory_nails
22840,Impetigo, skin_rash
22841,Impetigo, high_fever
22842,Impetigo, blister
22843,Impetigo, red_sore_around_nose
22844,Impetigo, yellow_crust_ooze
22845,Fungal infection,itching
22846,Fungal infection, skin_rash
22847,Fungal infection, nodal_skin_eruptions
22848,Fungal infection, dischromic _patches
22849,Allergy, continuous_sneezing
22850,Allergy, shivering
22851,Allergy, chills
22852,Allergy, watering_from_eyes
22853,GERD, stomach_pain
22854,GERD, acidity
22855,GERD, ulcers_on_tongue
22856,GERD, vomiting
22857,GERD, cough
22858,GERD, chest_pain
22859,Chronic cholestasis,itching
22860,Chronic cholestasis, vomiting
22861,Chronic cholestasis, yellowish_skin
22862,Chronic cholestasis, nausea
22863,Chronic cholestasis, loss_of_appetite
22864,Chronic cholestasis, abdominal_pain
22865,Chronic cholestasis, yellowing_of_eyes
22866,Drug Reaction,itching
22867,Drug Reaction, skin_rash
22868,Drug Reaction, stomach_pain
22869,Drug Reaction, burning_micturition
22870,Drug Reaction, spotting_ urination
22871,Peptic ulcer diseae, vomiting
22872,Peptic ulcer diseae, indigestion
22873,Peptic ulcer diseae, loss_of_appetite
22874,Peptic ulcer diseae, abdominal_pain
22875,Peptic ulcer diseae, passage_of_gases
22876,Peptic ulcer diseae, internal_itching
22877,AIDS, muscle_wasting
22878,AIDS, patches_in_throat
22879,AIDS, high_fever
22880,AIDS, extra_marital_contacts
22881,Diabetes , fatigue
22882,Diabetes , weight_loss
22883,Diabetes , restlessness
22884,Diabetes , lethargy
22885,Diabetes , irregular_sugar_level
22886,Diabetes , blurred_and_distorted_vision
22887,Diabetes , obesity
22888,Diabetes , excessive_hunger
22889,Diabetes , increased_appetite
22890,Diabetes , polyuria
22891,Gastroenteritis, vomiting
22892,Gastroenteritis, sunken_eyes
22893,Gastroenteritis, dehydration
22894,Gastroenteritis, diarrhoea
22895,Bronchial Asthma, fatigue
22896,Bronchial Asthma, cough
22897,Bronchial Asthma, high_fever
22898,Bronchial Asthma, breathlessness
22899,Bronchial Asthma, family_history
22900,Bronchial Asthma, mucoid_sputum
22901,Hypertension , headache
22902,Hypertension , chest_pain
22903,Hypertension , dizziness
22904,Hypertension , loss_of_balance
22905,Hypertension , lack_of_concentration
22906,Migraine, acidity
22907,Migraine, indigestion
22908,Migraine, headache
22909,Migraine, blurred_and_distorted_vision
22910,Migraine, excessive_hunger
22911,Migraine, stiff_neck
22912,Migraine, depression
22913,Migraine, irritability
22914,Migraine, visual_disturbances
22915,Cervical spondylosis, back_pain
22916,Cervical spondylosis, weakness_in_limbs
22917,Cervical spondylosis, neck_pain
22918,Cervical spondylosis, dizziness
22919,Cervical spondylosis, loss_of_balance
22920,Paralysis (brain hemorrhage), vomiting
22921,Paralysis (brain hemorrhage), headache
22922,Paralysis (brain hemorrhage), weakness_of_one_body_side
22923,Paralysis (brain hemorrhage), altered_sensorium
22924,Jaundice,itching
22925,Jaundice, vomiting
22926,Jaundice, fatigue
22927,Jaundice, weight_loss
22928,Jaundice, high_fever
22929,Jaundice, yellowish_skin
22930,Jaundice, dark_urine
22931,Jaundice, abdominal_pain
22932,Malaria, chills
22933,Malaria, vomiting
22934,Malaria, high_fever
22935,Malaria, sweating
22936,Malaria, headache
22937,Malaria, nausea
22938,Malaria, diarrhoea
22939,Malaria, muscle_pain
22940,Chicken pox,itching
22941,Chicken pox, skin_rash
22942,Chicken pox, fatigue
22943,Chicken pox, lethargy
22944,Chicken pox, high_fever
22945,Chicken pox, headache
22946,Chicken pox, loss_of_appetite
22947,Chicken pox, mild_fever
22948,Chicken pox, swelled_lymph_nodes
22949,Chicken pox, malaise
22950,Chicken pox, red_spots_over_body
22951,Dengue, skin_rash
22952,Dengue, chills
22953,Dengue, joint_pain
22954,Dengue, vomiting
22955,Dengue, fatigue
22956,Dengue, high_fever
22957,Dengue, headache
22958,Dengue, nausea
22959,Dengue, loss_of_appetite
22960,Dengue, pain_behind_the_eyes
22961,Dengue, back_pain
22962,Dengue, malaise
22963,Dengue, muscle_pain
22964,Dengue, red_spots_over_body
22965,Typhoid, chills
22966,Typhoid, vomiting
22967,Typhoid, fatigue
22968,Typhoid, high_fever
22969,Typhoid, headache
22970,Typhoid, nausea
22971,Typhoid, constipation
22972,Typhoid, abdominal_pain
22973,Typhoid, diarrhoea
22974,Typhoid, toxic_look_(typhos)
22975,Typhoid, belly_pain
22976,hepatitis A, joint_pain
22977,hepatitis A, vomiting
22978,hepatitis A, yellowish_skin
22979,hepatitis A, dark_urine
22980,hepatitis A, nausea
22981,hepatitis A, loss_of_appetite
22982,hepatitis A, abdominal_pain
22983,hepatitis A, diarrhoea
22984,hepatitis A, mild_fever
22985,hepatitis A, yellowing_of_eyes
22986,hepatitis A, muscle_pain
22987,Hepatitis B,itching
22988,Hepatitis B, fatigue
22989,Hepatitis B, lethargy
22990,Hepatitis B, yellowish_skin
22991,Hepatitis B, dark_urine
22992,Hepatitis B, loss_of_appetite
22993,Hepatitis B, abdominal_pain
22994,Hepatitis B, yellow_urine
22995,Hepatitis B, yellowing_of_eyes
22996,Hepatitis B, malaise
22997,Hepatitis B, receiving_blood_transfusion
22998,Hepatitis B, receiving_unsterile_injections
22999,Hepatitis C, fatigue
23000,Hepatitis C, yellowish_skin
23001,Hepatitis C, nausea
23002,Hepatitis C, loss_of_appetite
23003,Hepatitis C, yellowing_of_eyes
23004,Hepatitis C, family_history
23005,Hepatitis D, joint_pain
23006,Hepatitis D, vomiting
23007,Hepatitis D, fatigue
23008,Hepatitis D, yellowish_skin
23009,Hepatitis D, dark_urine
23010,Hepatitis D, nausea
23011,Hepatitis D, loss_of_appetite
23012,Hepatitis D, abdominal_pain
23013,Hepatitis D, yellowing_of_eyes
23014,Hepatitis E, joint_pain
23015,Hepatitis E, vomiting
23016,Hepatitis E, fatigue
23017,Hepatitis E, high_fever
23018,Hepatitis E, yellowish_skin
23019,Hepatitis E, dark_urine
23020,Hepatitis E, nausea
23021,Hepatitis E, loss_of_appetite
23022,Hepatitis E, abdominal_pain
23023,Hepatitis E, yellowing_of_eyes
23024,Hepatitis E, acute_liver_failure
23025,Hepatitis E, coma
23026,Hepatitis E, stomach_bleeding
23027,Alcoholic hepatitis, vomiting
23028,Alcoholic hepatitis, yellowish_skin
23029,Alcoholic hepatitis, abdominal_pain
23030,Alcoholic hepatitis, swelling_of_stomach
23031,Alcoholic hepatitis, distention_of_abdomen
23032,Alcoholic hepatitis, history_of_alcohol_consumption
23033,Alcoholic hepatitis, fluid_overload
23034,Tuberculosis, chills
23035,Tuberculosis, vomiting
23036,Tuberculosis, fatigue
23037,Tuberculosis, weight_loss
23038,Tuberculosis, cough
23039,Tuberculosis, high_fever
23040,Tuberculosis, breathlessness
23041,Tuberculosis, sweating
23042,Tuberculosis, loss_of_appetite
23043,Tuberculosis, mild_fever
23044,Tuberculosis, yellowing_of_eyes
23045,Tuberculosis, swelled_lymph_nodes
23046,Tuberculosis, malaise
23047,Tuberculosis, phlegm
23048,Tuberculosis, chest_pain
23049,Tuberculosis, blood_in_sputum
23050,Common Cold, continuous_sneezing
23051,Common Cold, chills
23052,Common Cold, fatigue
23053,Common Cold, cough
23054,Common Cold, high_fever
23055,Common Cold, headache
23056,Common Cold, swelled_lymph_nodes
23057,Common Cold, malaise
23058,Common Cold, phlegm
23059,Common Cold, throat_irritation
23060,Common Cold, redness_of_eyes
23061,Common Cold, sinus_pressure
23062,Common Cold, runny_nose
23063,Common Cold, congestion
23064,Common Cold, chest_pain
23065,Common Cold, loss_of_smell
23066,Common Cold, muscle_pain
23067,Pneumonia, chills
23068,Pneumonia, fatigue
23069,Pneumonia, cough
23070,Pneumonia, high_fever
23071,Pneumonia, breathlessness
23072,Pneumonia, sweating
23073,Pneumonia, malaise
23074,Pneumonia, phlegm
23075,Pneumonia, chest_pain
23076,Pneumonia, fast_heart_rate
23077,Pneumonia, rusty_sputum
23078,Dimorphic hemmorhoids(piles), constipation
23079,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
23080,Dimorphic hemmorhoids(piles), pain_in_anal_region
23081,Dimorphic hemmorhoids(piles), bloody_stool
23082,Dimorphic hemmorhoids(piles), irritation_in_anus
23083,Heart attack, vomiting
23084,Heart attack, breathlessness
23085,Heart attack, sweating
23086,Heart attack, chest_pain
23087,Varicose veins, fatigue
23088,Varicose veins, cramps
23089,Varicose veins, bruising
23090,Varicose veins, obesity
23091,Varicose veins, swollen_legs
23092,Varicose veins, swollen_blood_vessels
23093,Varicose veins, prominent_veins_on_calf
23094,Hypothyroidism, fatigue
23095,Hypothyroidism, weight_gain
23096,Hypothyroidism, cold_hands_and_feets
23097,Hypothyroidism, mood_swings
23098,Hypothyroidism, lethargy
23099,Hypothyroidism, dizziness
23100,Hypothyroidism, puffy_face_and_eyes
23101,Hypothyroidism, enlarged_thyroid
23102,Hypothyroidism, brittle_nails
23103,Hypothyroidism, swollen_extremeties
23104,Hypothyroidism, depression
23105,Hypothyroidism, irritability
23106,Hypothyroidism, abnormal_menstruation
23107,Hyperthyroidism, fatigue
23108,Hyperthyroidism, mood_swings
23109,Hyperthyroidism, weight_loss
23110,Hyperthyroidism, restlessness
23111,Hyperthyroidism, sweating
23112,Hyperthyroidism, diarrhoea
23113,Hyperthyroidism, fast_heart_rate
23114,Hyperthyroidism, excessive_hunger
23115,Hyperthyroidism, muscle_weakness
23116,Hyperthyroidism, irritability
23117,Hyperthyroidism, abnormal_menstruation
23118,Hypoglycemia, vomiting
23119,Hypoglycemia, fatigue
23120,Hypoglycemia, anxiety
23121,Hypoglycemia, sweating
23122,Hypoglycemia, headache
23123,Hypoglycemia, nausea
23124,Hypoglycemia, blurred_and_distorted_vision
23125,Hypoglycemia, excessive_hunger
23126,Hypoglycemia, drying_and_tingling_lips
23127,Hypoglycemia, slurred_speech
23128,Hypoglycemia, irritability
23129,Hypoglycemia, palpitations
23130,Osteoarthristis, joint_pain
23131,Osteoarthristis, neck_pain
23132,Osteoarthristis, knee_pain
23133,Osteoarthristis, hip_joint_pain
23134,Osteoarthristis, swelling_joints
23135,Osteoarthristis, painful_walking
23136,Arthritis, muscle_weakness
23137,Arthritis, stiff_neck
23138,Arthritis, swelling_joints
23139,Arthritis, movement_stiffness
23140,Arthritis, painful_walking
23141,(vertigo) Paroymsal  Positional Vertigo, vomiting
23142,(vertigo) Paroymsal  Positional Vertigo, headache
23143,(vertigo) Paroymsal  Positional Vertigo, nausea
23144,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
23145,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
23146,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
23147,Acne, skin_rash
23148,Acne, pus_filled_pimples
23149,Acne, blackheads
23150,Acne, scurring
23151,Urinary tract infection, burning_micturition
23152,Urinary tract infection, bladder_discomfort
23153,Urinary tract infection, foul_smell_of urine
23154,Urinary tract infection, continuous_feel_of_urine
23155,Psoriasis, skin_rash
23156,Psoriasis, joint_pain
23157,Psoriasis, skin_peeling
23158,Psoriasis, silver_like_dusting
23159,Psoriasis, small_dents_in_nails
23160,Psoriasis, inflammatory_nails
23161,Impetigo, skin_rash
23162,Impetigo, high_fever
23163,Impetigo, blister
23164,Impetigo, red_sore_around_nose
23165,Impetigo, yellow_crust_ooze
23166,Fungal infection,itching
23167,Fungal infection, skin_rash
23168,Fungal infection, nodal_skin_eruptions
23169,Fungal infection, dischromic _patches
23170,Allergy, continuous_sneezing
23171,Allergy, shivering
23172,Allergy, chills
23173,Allergy, watering_from_eyes
23174,GERD, stomach_pain
23175,GERD, acidity
23176,GERD, ulcers_on_tongue
23177,GERD, vomiting
23178,GERD, cough
23179,GERD, chest_pain
23180,Chronic cholestasis,itching
23181,Chronic cholestasis, vomiting
23182,Chronic cholestasis, yellowish_skin
23183,Chronic cholestasis, nausea
23184,Chronic cholestasis, loss_of_appetite
23185,Chronic cholestasis, abdominal_pain
23186,Chronic cholestasis, yellowing_of_eyes
23187,Drug Reaction,itching
23188,Drug Reaction, skin_rash
23189,Drug Reaction, stomach_pain
23190,Drug Reaction, burning_micturition
23191,Drug Reaction, spotting_ urination
23192,Peptic ulcer diseae, vomiting
23193,Peptic ulcer diseae, indigestion
23194,Peptic ulcer diseae, loss_of_appetite
23195,Peptic ulcer diseae, abdominal_pain
23196,Peptic ulcer diseae, passage_of_gases
23197,Peptic ulcer diseae, internal_itching
23198,AIDS, muscle_wasting
23199,AIDS, patches_in_throat
23200,AIDS, high_fever
23201,AIDS, extra_marital_contacts
23202,Diabetes , fatigue
23203,Diabetes , weight_loss
23204,Diabetes , restlessness
23205,Diabetes , lethargy
23206,Diabetes , irregular_sugar_level
23207,Diabetes , blurred_and_distorted_vision
23208,Diabetes , obesity
23209,Diabetes , excessive_hunger
23210,Diabetes , increased_appetite
23211,Diabetes , polyuria
23212,Gastroenteritis, vomiting
23213,Gastroenteritis, sunken_eyes
23214,Gastroenteritis, dehydration
23215,Gastroenteritis, diarrhoea
23216,Bronchial Asthma, fatigue
23217,Bronchial Asthma, cough
23218,Bronchial Asthma, high_fever
23219,Bronchial Asthma, breathlessness
23220,Bronchial Asthma, family_history
23221,Bronchial Asthma, mucoid_sputum
23222,Hypertension , headache
23223,Hypertension , chest_pain
23224,Hypertension , dizziness
23225,Hypertension , loss_of_balance
23226,Hypertension , lack_of_concentration
23227,Migraine, acidity
23228,Migraine, indigestion
23229,Migraine, headache
23230,Migraine, blurred_and_distorted_vision
23231,Migraine, excessive_hunger
23232,Migraine, stiff_neck
23233,Migraine, depression
23234,Migraine, irritability
23235,Migraine, visual_disturbances
23236,Cervical spondylosis, back_pain
23237,Cervical spondylosis, weakness_in_limbs
23238,Cervical spondylosis, neck_pain
23239,Cervical spondylosis, dizziness
23240,Cervical spondylosis, loss_of_balance
23241,Paralysis (brain hemorrhage), vomiting
23242,Paralysis (brain hemorrhage), headache
23243,Paralysis (brain hemorrhage), weakness_of_one_body_side
23244,Paralysis (brain hemorrhage), altered_sensorium
23245,Jaundice,itching
23246,Jaundice, vomiting
23247,Jaundice, fatigue
23248,Jaundice, weight_loss
23249,Jaundice, high_fever
23250,Jaundice, yellowish_skin
23251,Jaundice, dark_urine
23252,Jaundice, abdominal_pain
23253,Malaria, chills
23254,Malaria, vomiting
23255,Malaria, high_fever
23256,Malaria, sweating
23257,Malaria, headache
23258,Malaria, nausea
23259,Malaria, diarrhoea
23260,Malaria, muscle_pain
23261,Chicken pox,itching
23262,Chicken pox, skin_rash
23263,Chicken pox, fatigue
23264,Chicken pox, lethargy
23265,Chicken pox, high_fever
23266,Chicken pox, headache
23267,Chicken pox, loss_of_appetite
23268,Chicken pox, mild_fever
23269,Chicken pox, swelled_lymph_nodes
23270,Chicken pox, malaise
23271,Chicken pox, red_spots_over_body
23272,Dengue, skin_rash
23273,Dengue, chills
23274,Dengue, joint_pain
23275,Dengue, vomiting
23276,Dengue, fatigue
23277,Dengue, high_fever
23278,Dengue, headache
23279,Dengue, nausea
